用户id,性别,等级,评论,发布时间,点赞数
1426143102,保密,5,音乐呐，音乐那，音乐呐[热][热][热][热][热],1763048349,0
1147268310,保密,5,呱，我想要资格呀,1763048805,0
524900521,男,5,我要现在就要玩终末地[大哭]我要现在就要玩终末地[大哭]我要现在就要玩终末地[大哭]我要现在就要玩终末地[大哭]我要现在就要玩终末地[大哭]我要现在就要玩终末地[大哭]我要现在就要玩终末地[大哭]我要现在就要玩终末地[大哭]我要现在就要玩终末地[大哭]我要现在就要玩终末地[大哭我要现在就要玩终末地[大哭]我要现在就要玩终末地[大哭]我要现在就要玩终末地[大哭]我要现在就要玩终末地[大哭],1763047429,0
3546982528322434,保密,2,抽卡游戏？,1763047803,0
65709100,男,6,好几年了 兴趣磨没了,1763047595,0
367399777,男,5,不是，你怎么还不给我发测试资格啊。全面测试根本不是这样的，你应该问卷查我明日方舟uid、签到天数、氪金数，偶尔网页小活动抽奖给我点小礼物，然后在那个特殊节日的时候跟我有那个特殊互动，最后在那个全面测试开启前给我资格。我同意参加然后我给你猛猛氪金啊。你怎么到现在都不给我发测试资格啊，全面测试根本不是这样的，咕咕嘎嘎！我不接受！,1762927379,2
315946211,保密,6,谁还没有测试资格呢[doge_金箍],1763045480,0
1615957334,保密,5,[打call][打call][打call],1763046097,0
25659540,男,6,还测[生气],1763044836,0
3546897591569021,保密,2,[脸红][脸红][脸红][脸红][脸红][脸红],1763047134,0
43758000,保密,6,@批魔王 我嘞个豆啊!,1763048280,0
233246124,保密,5,这bgm是啥啊？,1763045430,0
470192463,保密,6,不是，你怎么还不给我发测试资格啊。全面测试根本不是这样的，你应该问卷查我明日方舟uid、签到天数、氪金数，偶尔网页小活动抽奖给我点小礼物，然后在那个特殊节日的时候跟我有那个特殊互动，最后在那个全面测试开启前给我资格。我同意参加然后我给你猛猛氪金啊。你怎么到现在都不给我发测试资格啊，全面测试根本不是这样的，咕咕嘎嘎！我不接受！[MyGO_我需要你],1763013512,3
328135129,保密,4,你也揭棺而起吗,1763044467,0
3537118188014013,男,4,@暖阳丶清风,1763046883,0
670402236,保密,4,打扰大家娃还很小，，。，。患恶性重病！！实在是负担不起了，来求助恳求好心人看看吧！！对不起！！恳求一些流量！为孩子求助！,1762916302,2
385270432,保密,6,不是哥们，一个测试你预热一整个月，闹得还以为是公测呢，希望你的质量以及制作组、运营组最终的态度能对得起你这份自信吧,1763070149,0
43353104,保密,6,你也叫开拓者？[思考],1763094331,0
21689484,男,6,"我生气了😡
不给全面测试资格哄不好的那种😭😭😭",1762913448,7
500619784,保密,6,"没意思、不好玩
在你给我资格前，我只会重复这六个字[生气][doge_金箍]",1762922860,2
279655783,保密,5,不是啊，你一直發一直發但又不給我測試資格[tv_发怒],1763027897,6
91410575,保密,6,"💩₁ 驼兽粪便
       🫳拍一拍",1762913462,1
93347549,男,6,终压抑发大水啦,1762914214,3
526991780,保密,5,我说新的端水大师出现了[汤圆][鸣潮_嗯][鸣潮_嗨][汤圆],1762913360,1
194241918,女,6,你没资格啊，你没资格......,1763002031,4
61283701,保密,6,有没有抽到资格的兄弟在三测群里帮我反馈一下，改一下剧情吧，改成十几年后源石病被治愈，但大地毁灭罗德岛的大家集体跑路移民算了，还能期待一手某些干员幼女变少女，少女变成女。抽卡方面改成人物和武器池分开吧，别卖命座，零氪党只敢奢求每个版本捞当期up角色，多卖点武器和皮肤吧[大哭][大哭][大哭],1762970017,2
2168265,保密,6,这次再不给我资格真的会生气  你应该给高活跃度的老账户直接开通资格😠,1762924756,5
352882788,保密,6,我上表鹰角网络，让他给我测试资格的事情，终末地已经回消息了，竟！然！不！许！海猫是看我在方舟是老资历，才故意驳回我的请求😡,1762914332,2
676047715,保密,5,海猫他们都给你c，你让我测吧[大哭][保佑],1762920841,7
2014365752,保密,5,最后一段看板娘手臂和衣服穿模了,1763009529,2
1915482186,女,6,群群！友友！来来！爱爱！（群号1060390727）,1763176684,2
184809705,男,6,可爱滴捏[tv_色],1762913027,4
1931550003,保密,4,不是，你怎么还不给我发测试资格啊。全面测试根本不是这样的，你应该问卷查我明日方舟uid、签到天数、氪金数，偶尔网页小活动抽奖给我点小礼物，然后在那个特殊节日的时候跟我有那个特殊互动，最后在那个全面测试开启前给我资格。我同意参加然后我给你猛猛氪金啊。你怎么到现在都不给我发测试资格啊，全面测试根本不是这样的，咕咕嘎嘎！我不接受！,1763034851,1
437356347,保密,6,"终末地你看看你做了个什么玩意儿？做得跟坨屎一样！😡
你不给我测试资格的话我是不会原谅你的！😡",1763134926,0
3546721088964663,女,3,"习得这本书后你将成就白嫖之神！
┏┳━━━━━━━━━┓
┃┃█████████┃
┣┫████┏━━┓█┃
┃┃████┃  白 ┃ █┃
┣┫████┃  嫖 ┃ █┃
┃┃████┃  秘 ┃ █┃
┣┫████┃  典 ┃ █┃
┃┃████┗━━┛█┃
┣┫█████████┃
┃┃█████████┃ 
┗┻━━━━━━━━━┛",1763083346,6
192456212,保密,6,"是不是忘记给我发资格了[思考]
实在忘记了可以补发一个给我[大哭][大哭][大哭][大哭][大哭][大哭][大哭][大哭][大哭][大哭][大哭][大哭][大哭][大哭][大哭][大哭][大哭][大哭][大哭]",1762923057,3
396692975,保密,3,"現在每天都要確認一下信箱......
度日如年啊[笑哭]",1763002518,5
538578071,保密,6,我问你，资格啥时候放，问卷真的有在看吗,1762913896,3
44598471,保密,6,你给我你给我你给我你给我[处女座_呜呜][处女座_呜呜][处女座_呜呜],1762913540,1
402589324,保密,6,这买了多少播放啊我曹，1kw了[笑哭],1763215202,4
1021889028,保密,4,我是路人，pv看完感觉有点旧时代的气息，看不出亮点,1763201720,0
2121069905,保密,5,我去，这播放量这么离谱，再不给我资格我就要黑过度买量了😡,1763211520,4
382457905,女,6,既然能捡💩那能不能做成小零食打完boss边螺旋下指边丢小零食？[天使嚣嚣REBOOT表情包_好吃],1762922178,2
133455367,保密,5,这播放量和点赞什么的是买的吧，这年头这数据有点过了，我觉得买个500差不多了，1000以上实在太假了,1763198947,0
1930836010,保密,6,太难绷了，上一个视频就是看陀兽拉屎的超燃30秒视频，下一个就给我直接拉到终末地来了[doge_金箍],1763005535,5
611826579,保密,5,把服设搞好一点就完美了[明日方舟野趣拾光表情包_发呆],1763209280,3
294953812,男,6,你没资格啊，你没资格………,1763028752,1
33265623,保密,6,感觉广场舞的建模建年轻了，不是大爷大妈在那跳感觉还是差点味道[笑哭],1762924326,3
204615720,女,4,不给资格越发这些我越恨你@海猫络合物 [2024明日方舟音律联觉_垮脸][2024明日方舟音律联觉_垮脸],1762937335,5
13933160,男,6,应该是二游的黄昏之作了,1763292526,2
268132205,男,5,我觉得你应该支付我看这个视频的费用，比如测试资格什么的[思考],1762913437,7
2869086,保密,6,我的测试资格呢，还给我！我的测试资格呢，还给我！我的测试资格呢，还给我！我的测试资格呢，还给我！我的测试资格呢，还给我！我的测试资格呢，还给我！我的测试资格呢，还给我！我的测试资格呢，还给我！我的测试资格呢，还给我！我的测试资格呢，还给我！我的测试资格呢，还给我！我的测试资格呢，还给我！我的测试资格呢，还给我！我的测试资格呢，还给我！我的测试资格呢，还给我！我的测试资格呢，还给我！我的测试资格呢，还给我！我的测试资格呢，还给我！我的测试资格呢，还给我！我的测试资格呢，还给我！我的测试资格呢，还给我！我的测试资格呢，还给我！我的测试资格呢，还给我！,1762913213,1
440871617,保密,6,不是，你怎么还不给我发测试资格啊。全面测试根本不是这样的，你应该问卷查我明日方舟uid、签到天数、氪金数，偶尔网页小活动抽奖给我点小礼物，然后在那个特殊节日的时候跟我有那个特殊互动，最后在那个全面测试开启前给我资格。我同意参加然后我给你猛猛氪金啊。你怎么到现在都不给我发测试资格啊，全面测试根本不是这样的，咕咕嘎嘎！我不接受！,1762912870,1
3106707,保密,6,电死你电死你[微笑][微笑][微笑][微笑],1762914819,1
350579467,保密,6,以防你们不知道，海基米其实是佩丽卡梦男[doge_金箍]（字面意思）,1762915192,1
39165615,保密,6,省流：拉了坨大的,1762914689,1
320599616,男,6,我问你我资格呢[生气]我问你我资格呢[生气]我问你我资格呢[生气]我问你我资格呢[生气]我问你我资格呢[生气]我问你我资格呢[生气]我问你我资格呢[生气]我问你我资格呢[生气]我问你我资格呢[生气]我问你我资格呢[生气]我问你我资格呢[生气],1762913147,1
20870575,男,6,你的宣发和名额不匹配啊[Mygo表情包_让我看看],1763135476,1
108181312,男,6,你没资格啊，你没资格[Mygo表情包_生气][Mygo表情包_生气],1762915388,4
291118577,男,6,跨步跨这么大，可要小心扯到蛋了[doge],1763028558,1
202329836,保密,6,没资格啊没资格…,1763002655,1
476051112,男,6,这个扫地车突然转头会不会太突兀，有点不丝滑，希望能改进[doge],1762913491,1
8728996,男,6,不是，你公测了吗？就开始发玩法了？[笑哭],1763027315,6
13131615,保密,6,不给我玩你给我看这个前瞻有什么用,1762917255,8
4297084,男,6,发视频这么勤快，我的测试资格呢？没有我怎么玩？[doge],1762912995,9
226973095,保密,6,测试资格怎么还没到货[灵魂出窍]我要吃人了[灵魂出窍][灵魂出窍][灵魂出窍],1762914060,1
98731230,女,6,你倒是给我资格啊[Ave Mujica_赌气][Ave Mujica_赌气][Ave Mujica_赌气],1763101633,0
25899264,保密,6,真得，动静有点太大了，这才三测啊！要不省点钱，公测再大力宣发也不迟啊！这要是一下把路人期待拉太高了，公测到时出点问题怎么办啊！[撇嘴],1763205452,2
36715794,保密,5,预言17号资格发放后，将诞生一批数量庞大的终末地黑粉。,1763014551,6
399888451,保密,6,我资格呢😡我资格呢🥺我资格呢😡我资格呢🥺我资格呢😡我资格呢🥺我资格呢😡我资格呢🥺我资格呢😡我资格呢🥺我资格呢😡我资格呢🥺我资格呢😡我资格呢🥺我资格呢😡我资格呢🥺我资格呢😡我资格呢🥺我资格呢😡我资格呢🥺我资格呢😡我资格呢🥺我资格呢😡我资格呢🥺我资格呢😡我资格呢🥺我资格呢😡我资格呢🥺我资格呢😡我资格呢🥺我资格呢😡我资格呢🥺我资格呢😡我资格呢🥺我资格呢😡我资格呢🥺我资格呢😡我资格呢🥺,1762912903,2
22552006,男,6,"服务器繁忙，请稍后再试
服务器繁忙，请稍后再试
服务器繁忙，请稍后再试
服务器繁忙，请稍后再试
服务器繁忙，请稍后再试
恭喜获得     电力+50
服务器繁忙，请稍后再试
服务器繁忙，请稍后再试
服务器繁忙，请稍后再试
服务器繁忙，请稍后再试
服务器繁忙，请稍后再试
恭喜获得     电力+50
服务器繁忙，请稍后再试
服务器繁忙，请稍后再试
服务器繁忙，请稍后再试
服务器繁忙，请稍后再试
服务器繁忙，请稍后再试
恭喜获得     电力+1000
服务器繁忙，请稍后再试

该坐标已被xxx的小队到达
1.661%
该坐标已被xxx的小队到达
1.662%
该坐标已被xxx的小队到达
1.663%
该坐标已被xxx的小队到达
99.918%
该坐标已被xxx的小队到达
99.919%
……
很遗憾，你没有中奖哦
很遗憾，你没有中奖哦
很遗憾，你没有中奖哦
很遗憾，你没有中奖哦",1762913668,1
392601269,保密,6,https://endfield.biligame.com/betatest2/h5?from_spmid=search.search-result.0.0.pv&ivt_code=MTQ0MDAyMjQ3ODk0ODU0ODYwOA%3D%3D&_ts=1763369682628,1763369720,0
178080312,男,6,不是，你怎么还不给我发测试资格啊。全面测试根本不是这样的，你应该问卷查我明日方舟uid、签到天数、氪金数，偶尔网页小活动抽奖给我点小礼物，然后在那个特殊节日的时候跟我有那个特殊互动，最后在那个全面测试开启前给我资格。我同意参加然后我给你猛猛氪金啊。全面测试根本不是这样的！我不接受！,1762921557,1
88956,男,6,日前，我向鹰角填写调查问卷申请测试资格的事，鹰角已经回信了，竟！然！不！许！,1762913116,1
930588,男,6,我会一直保持愤怒直到发资格给我[傲娇],1763202404,0
11660729,保密,6,請問這是星穹鐵道......終末地？,1763013632,1
1711329,男,6,https://endfield.hypergryph.com/activity/all-charged-up?invite_code=MTMwMjY5NDQ0OTI2OA,1763079963,0
4515210,男,6,感觉这是一款看起来就不怎么样且非常不好玩的游戏。因为我没资格。,1762944825,2
508254978,保密,5,还不给我测试资格是吧，那你自己玩去吧[大哭],1762928759,6
372193823,男,5,终末地资格到底是谁抽中了啊😫从一号抽到现在都没抽到B站森空岛小黑盒微信都抽就是抽不到，我看有人只在森空岛就抽到了两个,1762916836,1
3493108161448352,男,5,到现在还没有没有拿测试[保卫萝卜_哭哭],1762918009,1
604622495,保密,5,"你没有资格啊……没有资格。
正因如此，你没有资格😫",1762928092,3
34866114,男,6,怎么还不给我发短信告诉我获得了测试资格[傲娇][傲娇],1762938407,4
232682459,保密,2,我的资格呢😡,1762914948,1
8903709,男,6,你有时间捡屎吗[doge],1762918942,1
529844387,男,5,[大哭],1762917354,1
352882788,保密,6,我上表鹰角网络，让他给我测试资格的事情，终末地已经回消息了，竟！然！不！许！😡,1762914483,5
51581758,男,6,我上表海猫，让他封我为3测玩家的事情，鹰角已经回消息了，竟然不许！,1763002426,1
457707131,保密,5,全面测试不限号那是公开测试。不过用全面这个词确实也不恰当，应该用全端测试。,1763042465,1
479282204,保密,2,发视频有什么用，你倒是拿测试资格出来啊？,1762933874,2
12655261,男,6,封面小佩你没有被威胁吗？你突然这么甜腻，我怕…,1762913846,2
181016373,男,6,你站在一堆跳广场舞的人中，你就站着，不跳吗？[脸红],1762913219,1
86924432,男,6,不是，你怎么还不给我发测试资格啊。全面测试根本不是这样的，你应该问卷查我明日方舟uid、签到天数、氪金数，偶尔网页小活动抽奖给我点小礼物，然后在那个特殊节日的时候跟我有那个特殊互动，最后在那个全面测试开启前给我资格。我同意参加然后我给你猛猛氪金啊。你怎么到现在都不给我发测试资格啊，全面测试根本不是这样的，咕咕嘎嘎！咕咕！嘎嘎！！,1762913080,1
174877256,保密,6,"你没资格啊，你没资格。
正因如此，所以你每资格。",1762912903,33
377047215,男,6,再不让我玩，我就超龄老木[Mygo表情包_生气][Mygo表情包_生气][Mygo表情包_生气],1762914885,2
172736893,保密,6,小羊的大招感觉可以改一下后摇，看着有点呆。让粉羊火山自己可动呢？俗称脱手（）,1762918618,1
519257071,保密,5,记住一点不要玩b服啊啊啊啊啊啊！会变得不幸的！！！,1763002804,2
310230146,女,6,只记住了可以捡屎。,1762922648,1
406343424,男,6,https://endfield.biligame.com/betatest2/h5/?from_spmid=united.player-video-detail.0.0.pv&sourceFrom=1000100041&sourceType=adPut&ivt_code=MTQzOTU4NzgwOTM3NTQ5NDE0NA%3D%3D&source=cpc_0_0___ADTYPE___1763283181250q172a27a85a72q3256&_ts=1763369888462,1763369902,0
30396894,保密,6,不是，你怎么还不给我发测试资格啊。全面测试根本不是这样的，你应该问卷查我明日方舟uid、签到天数、氪金数，偶尔网页小活动抽奖给我点小礼物，然后在那个特殊节日的时候跟我有那个特殊互动，最后在那个全面测试开启前给我资格。我同意参加然后我给你猛猛氪金啊。你怎么到现在都不给我发测试资格啊，全面测试根本不是这样的，咕咕嘎嘎！我不接受！【音律联觉_哭哭】【音律联觉_哭哭】【音律联觉_哭哭】【音律联觉_哭哭】【音律联觉_哭哭】【音律联觉_哭哭】【音律联觉_哭哭】【音律联觉_哭哭】,1762914379,1
493816029,保密,5,宣发不要找那群节奏区的  优先找以明日方舟内容为主的 或者那些不参与节奏的优质up。,1762918548,9
10110953,保密,6,https://endfield.hypergryph.com/activity/all-charged-up?invite_code=MTIxOTMwMjMwNDU0Mw,1762949880,1
403919849,保密,6,一直看到28号吗？那很终压抑了,1763136679,1
384715546,保密,6,原来全名叫这个啊，最近看到有评论说明末 明末的，我以为是明末清初那个明末呢？可一想到他们比喻的都是很赛博的话题就觉得不对劲，现在知道了[微笑],1763130665,3
1673275321,保密,5,森空岛里怎么没有😭，tap tap上也没有啊😭，九游我也试了，各个平台的预约我也填了，怎么还没收到短信，怎么还没有测试资格😭求求你了终瘾犯了😭，我的测试资格是不是被你吞了😠捅似你喵😡👊🏻哈！捅似你喵😡👊🏻哈！捅似你喵😡👊🏻哈！,1762914455,2
1842716834,保密,6,我也想开洒水车（悠闲）（向路人喷水😈）（加速驶离）,1762913838,2
302545280,保密,6,嘿，终末地，你动不动就发前瞻pv的日子结束了。把测试资格给我[藏狐],1762912900,1
693723020,保密,5,哎呀，是谁还没测试资格啊[滑稽],1763009355,1
248703500,女,5,谁还有多余资格,1763106401,0
487332413,男,5,鹰角我测试资格呢[生气],1762913455,1
508467936,女,6,不是哥们，这播放量认真的吗,1763204287,1
214015784,保密,6,你又不给我发资格又要发pv馋我，哎我这鹰角怎么这么坏啊😡😡,1763080143,2
352653376,保密,5,不是，你怎么还不给我发测试资格啊。全面测试根本不是这样的，你应该问卷查我明日方舟uid、签到天数、氪金数，偶尔网页小活动抽奖给我点小礼物，然后在那个特殊节日的时候跟我有那个特殊互动，最后在那个全面测试开启前给我资格。我同意参加然后我给你猛猛氪金啊。你怎么到现在都不给我发测试资格啊，全面测试根本不是这样的，咕咕嘎嘎！我不接受！,1762919946,1
433347408,男,6,都可以捡💩了，如果这个💩不能吃的话，我会很生气,1762922092,12
1461286810,男,6,https://endfield.biligame.com/betatest2/h5?from_spmid=search.search-result.0.0.pv&ivt_code=MTQzNDYzNDYxODEwMzg2NTM0NA%253D%253D&_ts=1763136410335&sourceFrom=23008&share_source=copy&share_medium=android&bbid=B0DA4430-6144-D26E-0220-653FF1EE35EE12438infoc&ts=1763136429100,1763136436,0
497148245,保密,5,https://endfield.hypergryph.com/activity/all-charged-up?invite_code=MTMyOTM2NTMwOTg0MA,1762937428,1
14726071,保密,6,可算买了个热搜了是吧[doge]，开始真正宣发了,1762921691,1
10053508,保密,6,当我看到牛牛拉便便的时候就知道了这又是一个可以玩抽象的游戏了,1763095959,1
34036048,男,6,没资格啊你没资格,1762912865,2
1289041060,男,5,"抱歉哦您没有资格
抱歉哦您没有资格
抱歉哦您没有资格
抱歉哦您没有资格
抱歉哦您没有资格",1762913675,1
13923305,女,6,你给我你给我你给我你给我[音律联觉_哭哭][音律联觉_哭哭][音律联觉_哭哭][音律联觉_哭哭][音律联觉_哭哭],1762932610,1
8332415,保密,6,这游戏有没有不穿鞋的角色[初音未来_问号],1762924082,1
341584937,保密,6,前面忘了，后面忘了，总之不让我玩到都是狗屁😡,1763087654,1
13027127,保密,6,我要死了真的，你快上吧……[模糊小黄豆_爆哭][模糊小黄豆_爆哭][模糊小黄豆_爆哭],1763095601,0
151062981,保密,5,还没发资格就不要发这些勾引人啊[生气][生气][生气],1763002430,1
504855228,男,6,海猫你的all之神力呢？快点给我allall叫然后给所有人送上测试资格啊喂😡,1762913085,1
55771453,保密,6,谁教你这么剪的，太抽象了[笑哭],1762923155,1
261125434,保密,6,讲这么多我的资格呢？,1762912904,1
1710916034,男,5,不给我资格，开服给你打差评[大哭][大哭],1763011822,1
191120281,男,6,放肆！你敢不发我资格我砍你的头！[生气],1762913042,1
1517473775,男,5,运营一个不存在的游戏，一定很困难吧？[doge_金箍],1762937198,1
31269,男,6,"今天YJ发码了吗？
并没有！",1762993177,1
1081997692,女,5,不是，你怎么还不给我发测试资格啊。全面测试根本不是这样的，你应该问卷查我明日方舟uid、签到天数、氪金数，偶尔网页小活动抽奖给我点小礼物，然后在那个特殊节日的时候跟我有那个特殊互动，最后在那个全面测试开启前给我资格。我同意参加然后我给你猛猛氪金啊。你怎么到现在都不给我发测试资格啊，全面测试根本不是这样的，咕咕嘎嘎！我不接受！,1763030764,3
517519014,保密,6,TMD，凭什么不给资格？[生气][生气],1763201469,0
1285429329,男,5,TMD天天主页推流也不给我个名额，搞什么！,1762958433,2
290686739,保密,6,不看发布者还以为是同人剪的，整活太密集了[笑哭],1762932244,2
397342824,保密,6,天天买热搜撩拨人，你倒是公测让我进去,1762934062,2
202329836,保密,6,我上表海猫，让他封我为3测玩家的事情，鹰角已经回消息了，竟然不许！,1763086695,2
7142034,保密,6,"我申请测试资格的事情已经有回复了
竟然不许！",1763080461,2
12503462,保密,6,https://endfield.hypergryph.com/activity/all-charged-up?invite_code=MTIwMzY2MTIxODA0Mg,1762925506,1
3546888385071888,保密,3,你怎么敢起这个标题的，不怕造字的米颉打过来吗[doge_金箍],1763008075,5
3546827286645074,保密,3,不应该是三号位吗？,1763299637,2
39209534,男,6,阿b这画质不开到4k真看不清[笑哭]，X上面的就好多了,1763041078,2
3494357292288477,保密,5,我要玩终末地啊，我想玩，我真的好想玩，每次刷到终末地视频我都感觉身上爬满了美洲大蠊，没有终末地玩我怎么活啊，我要玩终末地！！！,1763104039,5
210046624,男,6,换源了，结尾的演出其他语言口型也对上了[哦呼],1762962570,5
510259132,保密,6,又不让我玩，前瞻个🥚啊[大哭],1763003309,2
1389356898,保密,5,天玑700，海猫我说个数，最低低画质，15帧[大哭],1763310800,0
13391101,男,6,玩了6年方舟连个测试资格都不给 好好好,1762954658,2
53961156,女,6,官方粉丝怎么不见涨啊[笑哭][笑哭][笑哭],1763117697,2
31010574,保密,6,一定要让我这个老登中测试资格压，我填了3个问卷[大哭],1762943131,1
1842716834,保密,6,谁剪的，扫地机笑了,1762913605,5
51488653,保密,6,喂终末地，你到处发饼的日子结束了，把测试资格给我,1762937152,1
358592466,男,6,不是，你怎么还不给我发测试资格啊。全面测试根本不是这样的，你应该问卷查我明日方舟uid、签到天数、氪金数，偶尔网页小活动抽奖给我点小礼物，然后在那个特殊节日的时候跟我有那个特殊互动，最后在那个全面测试开启前给我资格。我同意参加然后我给你猛猛氪金啊。你怎么到现在都不给我发测试资格啊，全面测试根本不是这样的，咕咕嘎嘎！我不接受！,1762934668,3
1609493876,保密,4,粥限定不给我出，终末地测试资格也不给我发，yj你对此有什么看法吗？[汤圆],1762914673,2
437377833,保密,6,你的问卷名额什么时候开始发，发多少，什么时候发完😡😡😡,1762913750,1
407772387,保密,6,你这天天勾大家，是准备放多少资格啊？[思考],1762913047,2
358742103,保密,6,测试资格呢？玩了这么久方舟，从终末地一测有消息开始就关注，结果一测没资格，二测没资格，三测现在还是没消息。哎，给个资格吧。想玩啊，真想玩啊。,1762912945,1
293771922,保密,5,鹰角每天来这么一点我感觉我跟吸毒一样,1762965631,1
1097914319,男,4,"看我主页 你的作品很好但松北区是：
·哈尔滨的未来之城：承载着哈尔滨拓
展城市空间、提升城市能级、实现转型发展的核心希望。
·改革创新的试验田：国家级新区和自贸区的双重身份使其成为制度创新的前沿。
·科技与产业的新引擎：重点培育高新
技术产业和现代服务业，是城市经济
发展的新增长极。
·文旅休闲的目的地：拥有冰雪大世界、太阳岛等顶级旅游资源。
态宜居的新城区：注重人与自然的和谐发展",1763093493,1
491915927,男,5,抢不到测试资格的我belike：,1762914270,1
3546972944337631,保密,2,"李憬轩，失踪年龄:10岁，身高135cm。
于2022年7月15日失踪于:重庆市南岸区大兴场码头盲区。
特征:左肩甲后背有指甲盖大小肉色胎记，头顶中间有黑痣。
希望宝贝平安回家 你的妈妈在等你 ，我不是那个妈妈，如果好心人看见了帮忙，(我是转发的第129个)帮忙点一下这个视频也点",1763175763,11
347179723,男,6,为什么有的人两个号都能中奖，而我的测试资格呢？,1762913921,1
3546379941054927,保密,5,"你有时间简史嘛
你让我玩终末地我就有时间捡屎",1762913927,1
604813268,保密,6,看起来很好看但是痕迹吧无聊的样子🥱,1763184255,2
25113208,保密,6,"没拿到资格的管理员：[生气]
佩丽卡：好啦，别生气啦管理员[香格里拉边境]",1762956960,1
242849235,保密,6,只是个名片，不至于吧，真拆分机制数值我跟你急,1762940011,1
4289549,男,6,你请我来了，不让进门是怎么回事？是怎么回事？,1763306647,0
27723205,男,6,你不公测说个毛线啊[藏狐],1762912857,1
570583837,保密,5,实际是beta测，说真的，就不应该起全面测试的名字,1762965511,1
475245017,保密,5,虽然播放买量很明显，但我真的想玩啊[跪了],1763212767,4
327080509,男,5,又不给我测试资格还一直在这发发发发发的勾引我[大哭],1762913256,1
363136969,男,5,你倒是给我测试资格啊[笑哭]抽了快一万电量是什么意思,1763108414,1
525029240,女,5,不是，你怎么还不给我发测试资格啊。全面测试根本不是这样的，你应该问卷查我明日方舟uid、签到天数、氪金数，偶尔网页小活动抽奖给我点小礼物，然后在那个特殊节日的时候跟我有那个特殊互动，最后在那个全面测试开启前给我资格。我同意参加然后我给你猛猛氪金啊。你怎么到现在都不给我发测试资格啊，全面测试根本不是这样的，我不接受！,1762929101,1
236662260,男,6,https://endfield.hypergryph.com/activity/all-charged-up?invite_code=MTIwMzU2NzU0OTE1Mw,1763018393,1
3546580764330069,保密,5,快点上吧，真的馋哭了都，从未接触过的风格，关键质量还高[大哭]玩不到，感觉浑身像蚂蚁在爬,1762947719,1
43657455,男,6,公测什么时候😡😡😡yj我问你话呢,1762914034,1
10102595,男,6,挺好的游戏，剪辑剪的什么鬼东西,1762929436,1
314523855,保密,6,@鹰角网络 我的资格发漏了，快补发,1762914004,1
130215862,男,6,我不夸，没资格我怎么夸，我都没玩过[傲娇],1762936650,1
1899750,男,6,我求你了，别发乐，玩不到终末地我要四了,1763093681,1
204375139,保密,6,"没有资格, 好歹把歌发一下吧[大哭]",1763004779,1
1988711334,保密,5,"别跟我说要那行吧
挺好的，希望在优化优化配置【虽然有电脑但要手机上玩而且时间不少】
没有详细介绍就都三测了就别藏着掖着了",1762933263,1
76958520,男,6,给谁看的？我问你给谁看的！？[生气],1762914092,1
526617708,保密,5,你没资格啊……你没资格……,1763094599,0
19534410,男,6,这游戏一看就是酸的，不好玩[墨镜][墨镜],1762913834,1
359082907,男,5,你给资格吗你就上我首页,1763076972,1
99737012,男,6,你不发资格给我看干什么[鸭科夫_红温鸭],1762931231,1
628322968,男,6,我没资格啊，我没资格[大哭][大哭],1762912871,1
5091424,保密,6,你千万别给我发测试资格，我不爱要[汤圆],1762913992,1
510262753,女,5,我问你，我测试资格呢😭,1763003505,1
3546699630906278,保密,4,tnnd，我要资格[藏狐][藏狐][藏狐][藏狐][藏狐][藏狐],1763026038,1
437233702,男,6,你没资格啊，你没资格。正因如此，你没资格啊。,1763096847,0
374726537,男,6,不是，你怎么还不给我发测试资格啊。全面测试根本不是这样的，你应该问卷查我明日方舟uid、签到天数、氪金数，偶尔网页小活动抽奖给我点小礼物，然后在那个特殊节日的时候跟我有那个特殊互动，最后在那个全面测试开启前给我资格。我同意参加然后我给你猛猛氪金啊。你怎么到现在都不给我发测试资格啊，全面测试根本不是这样的，咕咕嘎嘎！我不接受！,1762913952,2
67661519,男,6,https://endfield.hypergryph.com/activity/all-charged-up?invite_code=MTM0NTcwMzQ5NTEyMw,1763118162,0
168181992,男,6,我的资格呢我的资格呢我的资格呢我的资格呢我的资格呢我的资格呢我的资格呢我的资格呢我的资格呢我的资格呢我的资格呢我的资格呢我的资格呢我的资格呢我的资格呢我的资格呢我的资格呢我的资格呢我的资格呢我的资格呢我的资格呢我的资格呢我的资格呢我的资格呢我的资格呢我的资格呢我的资格呢我的资格呢我的资格呢我的资格呢我的资格呢我的资格呢我的资格呢我的资格呢我的资格呢我的资格呢我的资格呢我的资格呢我的资格呢我的资格呢我的资格呢我的资格呢我的资格呢我的资格呢我的资格呢我的资格呢我的资格呢我的资格呢我的资格呢我的资格呢我的资格呢我的资格呢我的资格呢我的资格呢我的资格呢我的资格呢我的资格呢我的资格呢要是没有资格的话瓦塔西[大哭],1763205677,1
19188798,保密,6,如果我没得到测试资格，鹰角我会一直恨你的,1762933663,3
266521592,保密,6,尼玛的有钱买量，就不能给我个资格[辣眼睛],1763193233,11
14973305,保密,6,我没资格啊我没资格！[大哭][大哭][大哭][音律联觉_哭哭],1762913115,1
89927112,男,6,谁问你了，我资格呢,1762913577,1
440258411,男,6,笑点解析，开头的几十个难道说是一个人发的[汤圆],1762961167,1
1759072905,保密,5,原来不是一个十分钟的长视频吗[热],1762915859,2
11583768,男,6,是我不想赴约吗？我的内测通知嘞？,1763302637,0
